Date,Aayu Malun Khola Hydro-Electric Project,Apsuwa I HEP,Chujung Khola HEP,Dudhkoshi 10 HEP,Dudhkoshi-6 HEP,Ghunsa Khola HPP,Ghunsa-Tamor HPP,Hongu Khola HPP,Ikhuwa Khola HEP,Isuwa Khola Hydropower Project,Kabeli B - 1,Kabeli-3 HEP,Kabeli-A,Kasuwa Khola HPP,Lower Hewa,Lower Isuwa Khola HPP,Lower Solu Hydropower Project,Luja Khola HPP,Mewa khola HPP,Mewa Khola Hydropower project,Middle Hongu Khola B HPP,Middle Hongukhola A Hydropower Project,Middle Mewa HPP,Middle Tamor,Palun khola small Hydropower Project,Simbuwa Khola Hydroelectric Project,Solu Hydropower Project,Solu Khola (Dudha Koshi),Super Inkhu Khola,Tamor Khola-5 HEP,Upper Apsuwa HEP,Upper Barunkhola HEP,Upper Inkhu Khola HEP,Upper Isuwa,Upper Kabeli HPP,Upper Mewa Khola -A HPP,Upper Sankhuwa Khola HEP,Upper Simbuwa Khola HPP,Upper Tamor A HPP,Upper Tamor HEP
1/16/2014 5:45,0.922114968,1.345166087,1.37985611,9.967340469,12.25989914,6.116558552,6.116558552,1.866929412,0.870576441,1.273483634,2.944869041,0.244646743,29.95123863,0.442189902,2.697379827,1.273483634,2.480705261,0.601643085,15.56121922,15.56121922,1.650482178,0.561178744,0.088136055,14.64776802,0.935798705,2.191112518,2.480705261,2.802587986,0.869859815,0.245633006,1.345166087,1.047663569,0.125511646,1.273483634,0.349574238,0.088136055,0.329837829,1.369496584,14.64776802,16.61232185
1/17/2014 5:45,0.881358981,1.33250165,1.363284588,9.845507622,12.06425953,5.978898525,5.978898525,1.83701694,0.87887758,1.25401926,2.863813639,0.245286107,28.58514786,0.443717033,2.567877769,1.25401926,2.337899923,0.587824941,15.10127544,15.10127544,1.626265883,0.555218995,0.085997857,14.27089024,0.939990759,2.122035027,2.337899923,2.63697958,0.856524408,0.2398137,1.33250165,1.029284,0.123231612,1.25401926,0.350044727,0.085997857,0.327639788,1.342620492,14.27089024,16.01054955
1/18/2014 5:45,1.068112135,1.439823985,1.448418021,10.01061535,12.31950951,6.099314213,6.099314213,1.947523475,0.945500851,1.322859883,3.078320742,0.266497344,29.2298584,0.488113612,2.762856245,1.322859883,2.657993078,0.643833637,15.37432575,15.37432575,1.713243127,0.565736294,0.094508708,14.60072613,1.008938909,2.226766348,2.657993078,2.956988096,0.90700686,0.246018752,1.439823985,1.061337233,0.142449841,1.322859883,0.379945636,0.094508708,0.364940107,1.431823015,14.60072613,16.19968987
1/19/2014 5:45,1.227581143,1.420404673,1.353619814,9.941485405,12.71002865,6.022246361,6.022246361,1.995898008,0.87186265,1.310745716,3.009745598,0.242847741,30.31552505,0.465270191,2.903921366,1.310745716,3.25118041,0.670880318,15.41825199,15.41825199,1.738917589,0.551286638,0.084286205,14.46900654,0.938046694,2.181681871,3.25118041,3.564127207,0.922604024,0.231767997,1.420404673,1.024697304,0.151348382,1.310745716,0.347103983,0.084286205,0.364696831,1.359371066,14.46900654,16.53014374
1/20/2014 5:45,1.143471479,1.569087505,1.492630482,10.35296249,12.75923157,6.108006001,6.108006001,2.091561794,1.004833579,1.402152777,3.073380947,0.273082733,29.24039078,0.537361383,2.732651472,1.402152777,3.271526098,0.704461932,15.34379292,15.34379292,1.82917285,0.593510687,0.082307264,14.642416,1.06664896,2.25645709,3.271526098,3.64021349,0.976562083,0.263922453,1.569087505,1.066040277,0.159618899,1.402152777,0.389126748,0.082307264,0.405004948,1.458494663,14.642416,16.06989288
1/21/2014 5:45,1.052619457,1.595782757,1.519734144,11.0512867,13.57322884,6.357563972,6.357563972,2.107339621,0.988539517,1.439230561,3.048460484,0.264185041,30.53765297,0.525702059,2.530615568,1.439230561,2.998541355,0.736275911,16.31474686,16.31474686,1.845668316,0.603757501,0.081098184,15.38075829,1.058751464,2.296698809,2.998541355,3.332611084,0.979894102,0.257407725,1.595782757,1.095905304,0.153191522,1.439230561,0.377283007,0.081098184,0.395817161,1.430685163,15.38075829,17.27352333
1/22/2014 5:45,0.988215446,1.527567625,1.507882118,11.07083225,13.73128796,6.198327065,6.198327065,2.025321245,0.976359665,1.401375413,2.964735985,0.25694567,30.03152847,0.503031969,2.474607944,1.401375413,2.792009115,0.713150024,15.85345554,15.85345554,1.779124498,0.589358866,0.08270745,14.93860149,1.043534875,2.214246035,2.792009115,3.107321024,0.940360844,0.251859337,1.527567625,1.089928269,0.141490161,1.401375413,0.366854489,0.08270745,0.374188632,1.383033395,14.93860149,16.86489105
1/23/2014 5:45,0.907305598,1.477887869,1.491552114,10.75350475,13.25522232,6.005121708,6.005121708,1.953313947,0.946881175,1.370249748,2.865552187,0.24702847,29.2813549,0.488577843,2.417665482,1.370249748,2.551512003,0.671688616,15.39793491,15.39793491,1.723061442,0.580648839,0.080969945,14.49820232,1.012912273,2.141536474,2.551512003,2.855975866,0.909378409,0.244198158,1.477887869,1.096159101,0.133525223,1.370249748,0.352760017,0.080969945,0.359297544,1.337913394,14.49820232,16.40034676
1/24/2014 5:45,0.819139838,1.284988523,1.335636497,9.827471733,12.37322617,5.670944214,5.670944214,1.76228559,0.812944889,1.231555462,2.649495125,0.221388295,27.88259315,0.410161525,2.319009304,1.231555462,2.249759674,0.57740736,14.55335617,14.55335617,1.554889321,0.524421692,0.078398652,13.65925503,0.876754284,1.983738661,2.249759674,2.545358181,0.814382434,0.230168507,1.284988523,1.006574273,0.11366839,1.231555462,0.316470534,0.078398652,0.305114686,1.225124598,13.65925503,15.59602737
1/25/2014 5:45,0.777347922,1.16010344,1.21795702,9.131001472,11.16047859,5.328474045,5.328474045,1.662130237,0.747736573,1.122100234,2.481985092,0.207610518,25.75368118,0.380928189,2.255002022,1.122100234,2.059482813,0.532904088,13.52505875,13.52505875,1.477231741,0.513238072,0.077090748,12.74262238,0.803005874,1.834929585,2.059482813,2.326506853,0.776328146,0.219639689,1.16010344,0.951258361,0.10738387,1.122100234,0.296549439,0.077090748,0.283426613,1.148414135,12.74262238,14.44146919
1/26/2014 5:45,0.759838581,1.140672922,1.227274299,9.210747719,11.02812672,5.185154438,5.185154438,1.664983392,0.742701471,1.108784795,2.424732685,0.205361322,24.62931633,0.379218251,2.212381363,1.108784795,1.992817521,0.535122752,13.05862713,13.05862713,1.486397266,0.525968432,0.075787783,12.36781883,0.794791996,1.781558394,1.992817521,2.248859644,0.781485677,0.221866056,1.140672922,0.98051852,0.106039979,1.108784795,0.293130875,0.075787783,0.280711144,1.124894261,12.36781883,13.84116459
1/27/2014 5:45,0.743128181,1.103280067,1.182099223,9.019984245,11.0483551,5.08939743,5.08939743,1.617836118,0.710969687,1.081386328,2.36054492,0.197239533,24.25720978,0.363128453,2.178205729,1.081386328,1.942784548,0.513293803,12.8760128,12.8760128,1.439899445,0.501758814,0.074732974,12.15864754,0.762785614,1.732974768,1.942784548,2.196438313,0.753270924,0.211935475,1.103280067,0.946928501,0.101737775,1.081386328,0.281670213,0.074732974,0.269476652,1.09049964,12.15864754,13.68304729
1/28/2014 5:45,0.730184197,1.081970215,1.183797002,8.801506996,10.61520863,4.969514847,4.969514847,1.589249015,0.703995049,1.063047647,2.320613146,0.19536373,23.60625267,0.359110534,2.151830912,1.063047647,1.898600578,0.503415227,12.50409317,12.50409317,1.419028521,0.501949847,0.073876433,11.84533024,0.75368017,1.696839094,1.898600578,2.14697504,0.74467063,0.213037252,1.081970215,0.951919258,0.100165971,1.063047647,0.278860033,0.073876433,0.26565057,1.072271585,11.84533024,13.25432682
1/29/2014 5:45,0.719188869,1.062203288,1.173977375,8.715187073,10.54589081,4.924316406,4.924316406,1.565172553,0.690868795,1.049303889,2.286367178,0.191912398,23.31950569,0.351409793,2.121309519,1.049303889,1.866077542,0.496522784,12.41521835,12.41521835,1.396322966,0.491580576,0.072733864,11.75427818,0.740229905,1.670310378,1.866077542,2.11081934,0.731313288,0.210268229,1.062203288,0.940532982,0.098082542,1.049303889,0.273975015,0.072733864,0.260147572,1.053921223,11.75427818,13.15285206
1/30/2014 5:45,0.708483815,1.026909709,1.119373202,8.454535484,10.30929947,4.814185143,4.814185143,1.517611384,0.668302655,1.014147282,2.239386082,0.187178165,22.93980598,0.338662922,2.091317415,1.014147282,1.834906101,0.480507106,12.15950298,12.15950298,1.352504492,0.474010646,0.071723983,11.48820972,0.71672976,1.634875059,1.834906101,2.076770782,0.707985222,0.199801728,1.026909709,0.899502933,0.095248148,1.014147282,0.267240316,0.071723983,0.251536816,1.031354904,11.48820972,12.9187355
1/31/2014 5:45,0.699043453,1.003644943,1.109413505,8.235689163,9.975446701,4.706769943,4.706769943,1.487226725,0.658896267,0.99107331,2.209733009,0.185527802,22.39032555,0.332460791,2.064301491,0.99107331,1.806902051,0.470833272,11.8361187,11.8361187,1.326939225,0.467584491,0.070735775,11.21112633,0.70599997,1.611856341,1.806902051,2.045307636,0.695649087,0.199939147,1.003644943,0.890104055,0.093655236,0.99107331,0.264822334,0.070735775,0.246884435,1.020360827,11.21112633,12.54920483
2/1/2014 5:45,0.690473378,0.988296628,1.110602736,8.134563446,9.846648216,4.679526806,4.679526806,1.468150616,0.649893343,0.980052531,2.183807611,0.18316336,22.11720848,0.327454507,2.037719011,0.980052531,1.783325553,0.464383155,11.77062893,11.77062893,1.310100675,0.461832017,0.069802038,11.1518755,0.696480095,1.59477222,1.783325553,2.018699169,0.686673641,0.199210927,0.988296628,0.887633085,0.092329912,0.980052531,0.261466354,0.069802038,0.243231416,1.008962035,11.1518755,12.45934486
2/2/2014 5:45,0.682231843,0.972033858,1.113232851,8.048316002,9.729984283,4.61837244,4.61837244,1.450641751,0.638244212,0.971857607,2.152109385,0.180374622,21.874506,0.321909666,2.009304047,0.971857607,1.761467099,0.458990425,11.63966465,11.63966465,1.294880152,0.45707956,0.06885004,11.01894665,0.684206843,1.573257565,1.761467099,1.99402678,0.678706348,0.194749102,0.972033858,0.895460367,0.091086201,0.971857607,0.257493109,0.06885004,0.239427716,0.995587468,11.01894665,12.334198
2/3/2014 5:45,0.67412734,0.957351744,1.085378885,7.926480293,9.613154411,4.537256718,4.537256718,1.429346561,0.628706992,0.956967115,2.121497869,0.177886978,21.54455948,0.31722337,1.980690479,0.956967115,1.740155339,0.451538891,11.44044018,11.44044018,1.275117874,0.448821694,0.067925289,10.82678127,0.673886955,1.551699042,1.740155339,1.970016718,0.668075383,0.190628111,0.957351744,0.871606588,0.089882441,0.956967115,0.253936142,0.067925289,0.236045763,0.982144773,10.82678127,12.13139439
2/4/2014 5:45,0.666208088,0.942966998,1.052355051,7.781064034,9.436063766,4.459637165,4.459637165,1.406752467,0.618972182,0.936853707,2.095013857,0.175650671,21.2101059,0.31237939,1.957099557,0.936853707,1.71930635,0.444287479,11.2451601,11.2451601,1.254737258,0.441401929,0.067266665,10.64154911,0.663558781,1.531754613,1.71930635,1.946433544,0.657614529,0.186831832,0.942966998,0.845101237,0.08868283,0.936853707,0.250739872,0.067266665,0.232614085,0.969986796,10.64154911,11.92450714
2/5/2014 5:45,0.65934366,0.9502244,1.063427091,7.700091839,9.313025475,4.585754871,4.585754871,1.392240882,0.655504167,0.93179363,2.313779354,0.196413159,21.67892075,0.31692487,2.218486071,0.93179363,1.701274037,0.442226768,11.49356842,11.49356842,1.241971731,0.437224448,0.078502372,10.94899654,0.70141089,1.646610498,1.701274037,1.925607681,0.651262581,0.187017456,0.9502244,0.825935006,0.088023208,0.93179363,0.279920012,0.078502372,0.233933702,1.083399057,10.94899654,12.05976486
2/6/2014 5:45,0.651397169,0.934643686,1.033110976,7.635013103,9.240369797,4.567327023,4.567327023,1.376111865,0.625114679,0.917516232,2.235315323,0.182433024,22.38034058,0.30872187,2.16714716,0.917516232,1.681967974,0.438675582,11.63994408,11.63994408,1.227645397,0.432351232,0.07062795,10.96170998,0.672464669,1.657118678,1.681967974,1.904089093,0.643612862,0.182201758,0.934643686,0.814717352,0.086755358,0.917516232,0.260685593,0.07062795,0.229108661,1.040205717,10.96170998,12.40035057
2/7/2014 5:45,0.644733846,0.927565157,1.02932632,7.563118935,9.151727676,4.478606224,4.478606224,1.364016771,0.630017757,0.909433782,2.244807959,0.187526807,21.6740551,0.308426261,2.166764259,0.909433782,1.66418016,0.435030311,11.32642937,11.32642937,1.2168293,0.428387612,0.073802643,10.73233795,0.675539315,1.630897284,1.66418016,1.88344574,0.638051569,0.180467188,0.927565157,0.807583392,0.086237594,0.909433782,0.267526269,0.073802643,0.228270337,1.053417325,10.73233795,11.98480797
2/8/2014 5:45,0.637439489,0.914793015,1.013411641,7.492885113,9.066690445,4.482951641,4.482951641,1.349335432,0.612548709,0.898186445,2.218786716,0.184707612,21.64420891,0.302774638,2.120627165,0.898186445,1.646607399,0.431409001,11.36586761,11.36586761,1.203713298,0.423843831,0.069768324,10.75503063,0.658777893,1.653613091,1.646607399,1.863596797,0.631106615,0.180391416,0.914793015,0.798107624,0.085139841,0.898186445,0.263690412,0.069768324,0.224695399,1.068962693,10.75503063,12.028512
2/9/2014 5:45,0.629551351,0.900440097,1.001308322,7.37959528,8.955125809,4.438787937,4.438787937,1.330628395,0.602375567,0.885161579,2.145055294,0.180041566,21.18572617,0.298428446,1.993502975,0.885161579,1.626475096,0.423666209,11.24909496,11.24909496,1.186632872,0.417153537,0.065609694,10.63682079,0.647042394,1.626903057,1.626475096,1.841075301,0.621981442,0.179123491,0.900440097,0.787846327,0.084005788,0.885161579,0.257053286,0.065609694,0.221526504,1.040782571,10.63682079,11.91375637
2/10/2014 5:45,0.622118056,0.885823429,0.97023344,7.255155563,8.799610138,4.301786423,4.301786423,1.312568545,0.584712923,0.869776368,2.04142952,0.170186564,20.63375473,0.29334569,1.88473475,0.869776368,1.606727481,0.41700238,10.92208385,10.92208385,1.170392156,0.411272258,0.062781304,10.29815769,0.62798363,1.539432406,1.606727481,1.818574429,0.613630772,0.173657328,0.885823429,0.770297945,0.083056897,0.869776368,0.24308832,0.062781304,0.218221992,0.968687713,10.29815769,11.62318802
2/11/2014 5:45,0.619281173,0.903043151,1.018427134,7.213385105,8.725409508,4.323861599,4.323861599,1.314638853,0.615885973,0.880257547,2.098755836,0.183237165,20.19033623,0.302194834,1.863655329,0.880257547,1.598948598,0.416642219,10.85760784,10.85760784,1.171900272,0.411180407,0.061908711,10.34100914,0.659014463,1.561204672,1.598948598,1.807525635,0.615207791,0.183058038,0.903043151,0.781908989,0.084279083,0.880257547,0.261255682,0.061908711,0.223195285,1.013478994,10.34100914,11.39470959
2/12/2014 5:45,0.613939643,0.892249048,0.992727637,7.198638916,8.709095001,4.357588768,4.357588768,1.303983331,0.592325449,0.873606861,2.075224161,0.173773751,20.74305534,0.294669479,1.869052649,0.873606861,1.589545846,0.416977465,11.10002041,11.10002041,1.16220963,0.40790835,0.060683385,10.4657011,0.636970997,1.556981206,1.589545846,1.797433257,0.609776556,0.174656078,0.892249048,0.771409869,0.082871094,0.873606861,0.248227,0.060683385,0.218767479,0.980475783,10.4657011,11.78120327
2/13/2014 5:45,0.722263217,0.913843095,0.991892815,7.260348797,8.807490349,4.214159966,4.214159966,1.338716865,0.599051833,0.884386003,2.030668497,0.173146948,20.21261215,0.306413054,1.830786228,0.884386003,1.714680314,0.436726362,10.69982529,10.69982529,1.18966794,0.411247939,0.060120437,10.12299347,0.641614377,1.516140938,1.714680314,1.954022288,0.625881374,0.174230784,0.913843095,0.772943199,0.089243956,0.884386003,0.247122705,0.060120437,0.229549125,0.96709758,10.12299347,11.3465786
2/14/2014 5:45,3.374609947,2.800926924,2.371063709,10.50837326,14.11056042,6.748967171,6.748967171,3.171456814,1.830410004,2.120688438,5.035289764,0.451457858,33.18282318,1.104619145,5.382926464,2.120688438,6.66601944,1.242795467,16.28004837,16.28004837,2.642523289,0.614113212,0.18962732,16.31888962,1.882474422,2.953031778,6.66601944,7.097171307,1.458580613,0.293640167,2.800926924,1.244040132,0.38384515,2.120688438,0.638858199,0.18962732,0.856732488,2.174553633,16.31888962,16.04249191
2/15/2014 5:45,2.34954071,2.893377781,2.072491884,11.39803219,17.13890648,8.32020092,8.32020092,2.92157197,1.625144601,2.25767374,4.923051357,0.404547155,48.96977615,0.893800199,4.841692448,2.25767374,7.581339359,1.094420195,22.69412613,22.69412613,2.387658119,0.5556494,0.09397947,20.9359169,1.75383687,3.616633415,7.581339359,8.533083916,1.312725067,0.23658976,2.893377781,1.030588269,0.285535455,2.25767374,0.578725457,0.09397947,0.708618462,2.187140465,20.9359169,24.46756744
2/16/2014 5:45,1.750642896,1.933478713,1.384909868,8.584486961,13.14832211,6.389318466,6.389318466,2.172807932,1.043931365,1.587723136,4.069555283,0.285978794,41.6722374,0.57790488,4.418792248,1.587723136,5.356554508,0.771933138,17.76311684,17.76311684,1.782708764,0.418253541,0.113235749,16.09909058,1.146285534,2.808025599,5.356554508,5.987992287,0.968166411,0.174962059,1.933478713,0.782088518,0.204711303,1.587723136,0.410406113,0.113235749,0.478820831,1.647450447,16.09909058,20.13366127
2/17/2014 5:45,1.454596639,1.409557223,1.053200483,7.255865097,10.4176836,5.008747101,5.008747101,1.912654042,0.643281102,1.205444336,2.963581324,0.214369714,30.93861389,0.442504227,3.579517126,1.205444336,4.422138214,0.661585271,13.32895756,13.32895756,1.591478705,0.402363777,0.065639563,12.36320114,0.711718678,2.1330688,4.422138214,4.867122173,0.870193899,0.188731238,1.409557223,0.734621465,0.186147705,1.205444336,0.307207882,0.065639563,0.390265077,1.328144431,12.36320114,14.74350739
2/18/2014 5:45,1.254859924,2.165677547,1.722278714,9.256504059,11.4976244,6.193470955,6.193470955,2.300289392,1.438038349,1.661228895,3.574629784,0.375843048,27.53274918,0.799849153,2.536850452,1.661228895,3.926870108,0.822234154,15.61032963,15.61032963,1.95203495,0.54678911,0.056832064,15.21686459,1.489271522,2.707548618,3.926870108,4.277400017,1.072634339,0.254191637,2.165677547,0.876745462,0.224713519,1.661228895,0.533148289,0.056832064,0.584516883,1.832336068,15.21686459,15.54769993
2/19/2014 5:45,1.155910611,2.747222424,2.19504714,14.2604723,16.10343933,7.878778458,7.878778458,2.893689394,1.733697295,2.163949966,4.137486458,0.411133677,37.18158722,0.935230494,2.131097078,2.163949966,3.663353682,1.058574557,20.70988464,20.70988464,2.540886402,0.85390079,0.057530057,19.74256897,1.836101651,3.322932005,3.663353682,3.95113492,1.384884357,0.365104675,2.747222424,1.284453273,0.233851656,2.163949966,0.586340964,0.057530057,0.663517892,2.098472834,19.74256897,21.37224197
2/20/2014 5:45,0.947586179,2.31871891,2.002206326,16.14213181,19.71443176,8.061146736,8.061146736,2.797647953,1.421558022,2.042996168,3.765318871,0.350871414,39.89455032,0.722873926,1.9391222,2.042996168,3.092958689,0.981318533,21.97799492,21.97799492,2.473061323,0.849828601,0.058471642,20.31346321,1.534059167,3.139873505,3.092958689,3.409389019,1.30214107,0.269987673,2.31871891,1.46134603,0.177480146,2.042996168,0.502006829,0.058471642,0.518631101,1.894581676,20.31346321,23.55587006
